user_id,region,marriage_counts,adults_numbers_family,expect_income,has_creditcard,totalemployed_months,activeusers_family,credit_rating
36086,16,0,2,5,0,25,2,16
36087,15,4,1,9,0,27,1,4
36088,6,0,3,6,0,26,1,3
36089,15,3,1,5,1,13,1,1
36090,2,3,2,6,0,24,1,9
36091,7,1,2,3,0,8,1,6
36092,17,3,2,5,1,14,2,1
36093,11,0,2,6,0,13,2,4
36094,8,2,1,0,0,19,1,8
36095,14,1,2,9,0,26,2,0
36096,11,0,1,0,0,10,1,7
36097,5,0,2,6,0,32,1,0
36098,15,3,3,5,1,19,1,9
36099,10,0,2,3,0,15,1,6
36100,14,1,1,2,0,47,1,6
36101,4,1,1,6,0,29,1,0
36102,5,0,2,4,0,30,1,0
36103,11,1,2,6,0,20,1,7
36104,9,2,1,0,0,12,1,1
36105,11,1,3,5,0,15,2,9
36106,4,1,1,8,0,10,1,4
36107,8,1,2,3,0,23,1,2
36108,5,1,3,6,0,24,1,6
36109,10,3,2,5,0,17,1,9
36110,8,2,2,5,0,26,1,2
36111,6,2,1,0,0,21,1,9
36112,3,0,1,7,0,13,1,9
36113,1,3,1,5,1,17,1,9
36114,7,2,2,6,0,31,1,2
36115,10,0,4,5,0,14,4,0
36116,10,2,2,7,0,47,2,0
36117,10,3,1,5,1,8,1,15
36118,1,3,1,5,1,16,1,9
36119,11,1,1,3,0,11,1,9
36120,9,1,1,1,0,11,1,24
36121,16,1,2,6,0,23,1,0
36122,9,2,1,0,0,8,1,9
36123,14,3,1,5,1,7,1,9
36124,2,3,2,6,0,16,1,7
36125,15,1,2,5,0,15,1,9
36126,11,1,2,3,1,6,1,15
36127,1,2,2,6,0,22,1,1
36128,11,1,2,6,0,40,3,0
36129,12,0,2,3,0,10,1,4
36130,12,3,1,5,1,8,1,8
36131,1,1,1,3,0,15,1,4
36132,12,1,6,7,0,46,1,0
36133,11,3,1,5,1,10,1,1
36134,13,3,3,2,0,11,1,0
36135,7,2,3,1,0,21,1,9
36136,6,2,4,5,0,15,2,7
36137,13,1,2,9,0,36,1,2
36138,1,3,1,0,0,25,1,0
36139,14,3,2,0,0,22,2,3
36140,8,3,1,5,1,7,1,8
36141,12,3,2,4,0,27,2,3
36142,9,1,1,1,0,19,1,1
36143,7,1,1,4,0,19,1,9
36144,18,0,2,5,0,29,2,13
36145,0,3,2,5,1,12,2,4
36146,0,3,1,5,1,16,1,4
36147,2,1,2,8,0,18,1,9
36148,16,3,1,5,1,26,1,3
36149,11,0,2,5,0,17,1,9
36150,11,3,1,0,0,14,1,6
36151,8,1,3,7,0,13,1,9
36152,16,2,6,9,0,16,1,9
36153,15,3,1,5,1,9,1,1
36154,1,3,1,0,1,10,1,3
36155,2,4,1,3,0,9,1,7
36156,0,0,3,8,0,28,1,0
36157,1,3,1,5,1,8,1,24
36158,16,1,2,8,0,8,2,9
36159,2,4,1,5,0,26,1,7
36160,3,1,2,0,0,29,2,10
36161,4,1,2,6,0,32,1,0
36162,2,1,3,9,0,47,1,9
36163,12,1,3,2,0,12,1,9
36164,4,0,3,7,0,25,3,0
36165,4,3,1,2,0,13,1,3
36166,17,1,4,7,0,6,4,0
36167,4,3,2,8,0,20,1,7
36168,12,1,3,6,0,33,1,2
36169,7,0,1,3,0,26,2,3
36170,10,3,1,5,1,11,1,9
36171,7,0,1,0,0,23,1,4
36172,12,1,2,6,0,15,1,17
36173,8,2,1,4,0,7,2,5
36174,11,3,1,2,0,17,1,2
36175,10,0,1,3,0,25,1,7
36176,8,0,1,5,0,9,1,2
36177,13,1,2,6,0,13,2,4
36178,8,3,1,6,0,13,1,1
36179,18,2,2,9,0,19,1,1
36180,14,0,4,3,0,27,1,9
36181,7,4,1,7,0,26,1,3
36182,9,0,2,6,0,14,1,4
36183,9,3,1,5,1,12,1,17
36184,2,3,5,9,0,12,2,9
36185,12,1,5,2,0,15,1,4
36186,12,0,3,8,0,46,1,4
36187,18,1,5,4,0,22,1,9
36188,13,1,1,7,0,23,1,7
36189,13,0,6,3,0,6,1,7
36190,15,1,5,7,0,22,1,1
36191,13,3,2,4,1,16,1,9
36192,13,3,3,9,0,31,1,0
36193,15,3,1,9,0,18,1,1
36194,13,4,1,3,0,23,1,0
36195,14,2,2,1,0,53,3,0
36196,9,0,4,7,0,17,1,4
36197,11,3,1,5,1,17,1,1
36198,17,0,3,9,0,13,2,9
36199,11,1,3,6,0,28,1,0
36200,10,1,1,1,0,22,2,4
36201,9,0,2,5,0,9,1,8
36202,9,1,4,6,0,22,1,7
36203,2,3,1,5,1,19,1,1
36204,15,1,2,9,0,19,1,9
36205,8,1,5,9,0,19,2,4
36206,9,1,2,1,0,11,2,5
36207,1,1,5,5,0,23,1,4
36208,12,0,1,6,0,17,3,6
36209,5,2,4,7,0,11,1,6
36210,15,1,3,6,0,35,1,6
36211,1,1,2,9,0,28,3,9
36212,13,2,2,5,0,10,1,5
36213,0,4,1,8,0,14,1,9
36214,14,2,1,0,0,18,1,4
36215,4,2,1,0,0,14,1,4
36216,8,4,1,3,1,19,2,9
36217,15,3,1,9,0,13,1,9
36218,6,1,4,3,0,21,2,6
36219,10,1,2,8,0,15,1,9
36220,2,0,1,0,1,31,1,5
36221,10,2,1,1,0,16,1,16
36222,7,0,2,1,0,13,2,3
36223,3,0,1,8,0,20,1,9
36224,16,3,2,5,1,13,0,9
36225,16,2,2,9,0,21,1,0
36226,11,3,1,6,0,7,1,4
36227,5,0,1,4,0,35,1,0
36228,0,3,1,5,1,14,1,16
36229,2,0,1,5,0,12,1,4
36230,13,3,1,1,1,20,5,9
36231,13,2,1,1,0,6,1,6
36232,13,1,1,5,0,7,1,9
36233,12,1,1,7,0,14,1,9
36234,16,3,1,7,0,20,1,9
36235,4,3,2,5,1,18,2,9
36236,0,1,2,7,0,30,1,0
36237,9,1,2,6,0,16,1,26
36238,7,4,1,1,1,8,1,1
36239,16,1,2,7,0,25,1,0
36240,15,1,4,1,0,15,1,8
36241,18,1,6,8,0,21,1,9
36242,13,1,1,3,0,19,1,11
36243,7,1,3,4,0,14,1,4
36244,13,3,1,5,0,9,1,9
36245,1,3,5,5,0,13,2,4
36246,5,1,2,6,0,35,1,0
36247,12,0,1,2,0,13,2,4
36248,16,1,4,9,0,23,1,9
36249,12,0,5,3,0,6,2,1
36250,5,3,2,1,1,15,1,2
36251,2,3,1,5,1,26,1,3
36252,1,3,1,5,1,12,1,4
36253,1,3,3,3,0,15,1,7
36254,6,0,2,4,0,8,1,3
36255,10,3,1,1,1,11,1,20
36256,6,3,2,5,1,23,2,4
36257,5,2,1,4,0,23,1,4
36258,13,3,2,6,0,11,3,4
36259,11,1,3,6,1,17,2,9
36260,16,3,1,5,1,13,1,4
36261,1,0,2,7,0,9,1,6
36262,0,1,2,4,0,26,1,25
36263,18,4,1,4,1,35,2,1
36264,8,0,1,3,0,12,1,0
36265,12,1,2,6,0,9,2,9
36266,13,1,2,8,0,24,1,1
36267,7,3,1,4,0,24,1,2
36268,6,1,1,5,1,28,1,8
36269,12,1,3,5,0,8,1,7
36270,12,3,1,5,1,9,1,1
36271,16,1,2,6,0,13,2,9
36272,5,1,3,6,0,24,2,9
36273,6,1,2,3,0,22,1,12
36274,3,2,1,0,1,12,1,9
36275,10,3,2,3,0,20,1,5
36276,1,1,2,3,0,29,1,1
36277,0,0,1,4,0,23,1,20
36278,11,2,1,5,1,11,1,2
36279,0,3,2,5,1,11,2,9
36280,17,0,2,5,0,10,1,7
36281,14,1,2,4,0,12,2,9
36282,5,1,1,9,0,15,1,9
36283,15,2,1,5,0,10,1,6
36284,14,1,3,6,0,9,1,7
36285,15,4,1,9,0,17,1,9
36286,9,0,1,2,0,27,1,3
36287,17,3,1,5,1,24,1,7
36288,13,0,1,1,0,12,1,4
36289,0,1,2,5,0,33,1,1
36290,2,0,1,5,0,9,1,19
36291,8,1,2,7,0,25,1,9
36292,12,2,1,1,0,23,1,9
36293,10,0,6,3,0,14,1,7
36294,18,3,2,5,1,8,2,0
36295,4,1,3,5,0,30,1,2
36296,12,1,2,6,0,9,2,3
36297,12,3,1,1,0,10,1,1
36298,3,1,3,4,0,28,1,3
36299,4,0,4,6,0,20,1,1
36300,6,0,3,4,0,11,1,11
36301,11,3,1,5,1,38,1,3
36302,4,0,2,6,0,6,1,7
36303,12,3,1,0,0,24,1,9
36304,9,0,3,6,0,24,1,0
36305,4,3,1,7,0,23,2,0
36306,5,1,2,6,0,19,1,9
36307,2,3,1,5,1,11,1,9
36308,1,3,1,5,1,17,1,1
36309,14,3,1,1,0,25,1,0
36310,0,2,1,5,0,23,1,0
36311,17,1,2,6,0,19,2,9
36312,12,1,1,6,0,18,1,38
36313,7,0,1,5,1,13,1,9
36314,1,3,1,4,0,10,1,8
36315,7,1,4,6,0,29,1,9
36316,7,3,2,2,0,22,2,4
36317,8,1,2,6,0,10,1,7
36318,11,1,2,6,0,11,1,25
36319,7,0,1,5,0,20,2,9
36320,0,0,1,5,0,9,1,17
36321,17,2,2,6,0,10,2,4
36322,12,1,2,6,0,13,1,7
36323,2,3,1,5,1,9,1,24
36324,3,1,3,9,0,16,1,4
36325,0,0,1,3,0,18,1,22
36326,7,0,2,5,0,37,1,0
36327,16,4,1,4,0,26,1,14
36328,6,1,2,7,0,26,1,4
36329,15,1,1,5,0,17,1,3
36330,12,3,2,5,1,38,2,3
36331,6,1,4,8,0,42,2,0
36332,6,1,2,6,0,38,1,0
36333,13,1,2,7,0,18,1,17
36334,15,1,2,7,0,26,1,9
36335,8,0,2,3,0,40,2,1
36336,3,3,2,6,0,23,1,0
36337,5,0,1,6,0,13,1,1
36338,0,1,4,4,0,24,1,9
36339,7,3,1,5,1,6,1,9
36340,14,1,1,5,0,27,1,2
36341,2,1,3,6,0,23,1,0
36342,10,1,6,9,0,13,2,0
36343,5,1,4,7,0,47,1,0
36344,9,3,1,5,1,9,1,1
36345,2,2,1,0,0,9,1,9
36346,13,2,1,0,0,23,1,9
36347,18,4,1,7,1,30,1,2
36348,12,4,1,6,0,16,1,7
36349,13,4,1,6,0,26,1,9
36350,1,1,3,8,0,8,1,17
36351,14,3,2,5,1,24,1,7
36352,15,3,1,5,1,16,1,17
36353,5,2,3,1,0,19,1,4
36354,7,3,1,1,0,26,1,5
36355,16,3,2,5,1,11,2,9
36356,8,3,1,5,1,16,1,9
36357,3,3,1,3,0,31,1,10
36358,5,3,1,4,1,17,1,9
36359,1,0,3,7,0,7,1,4
36360,10,0,1,5,0,21,1,5
36361,13,1,4,3,0,17,1,4
36362,1,3,1,5,1,7,1,1
36363,16,0,4,7,0,13,1,0
36364,9,0,1,2,0,18,1,13
36365,9,3,3,7,0,20,3,9
36366,14,0,1,6,0,16,1,4
36367,12,1,1,3,0,13,1,9
36368,4,2,4,7,0,11,2,9
36369,16,2,3,1,0,15,1,1
36370,0,0,3,8,0,20,2,9
36371,1,1,2,9,0,24,3,0
36372,3,1,3,6,0,21,1,4
36373,18,3,1,5,1,8,1,9
36374,15,0,1,1,0,35,3,0
36375,0,1,2,6,0,51,1,0
36376,5,0,2,5,0,27,1,5
36377,8,1,2,8,0,20,1,9
36378,4,1,2,7,0,37,2,0
36379,10,3,1,5,1,15,1,7
36380,6,1,3,6,0,15,2,9
36381,2,3,1,5,1,43,1,0
36382,11,0,3,5,0,30,3,0
36383,12,0,1,4,0,27,1,9
36384,13,1,2,7,0,11,2,9
36385,9,0,2,4,0,19,1,9
36386,3,2,1,1,0,11,1,14
36387,11,2,2,2,0,15,1,9
36388,5,2,1,6,0,14,2,4
36389,12,0,1,3,1,29,1,2
36390,16,3,1,6,0,11,1,24
36391,5,1,2,6,0,13,1,8
36392,1,3,1,5,1,13,1,9
36393,1,1,4,8,0,8,1,11
36394,7,1,3,6,0,10,1,9
36395,9,1,2,7,0,14,1,8
36396,8,3,1,5,1,18,1,7
36397,17,2,3,3,0,29,1,0
36398,17,1,5,6,0,32,1,0
36399,8,1,5,3,0,16,1,4
36400,12,4,1,1,1,8,2,4
36401,6,0,5,5,0,13,1,7
36402,11,0,4,1,0,11,1,7
36403,16,2,1,0,0,23,1,4
36404,10,1,1,4,0,12,1,12
36405,5,3,2,4,0,10,3,7
36406,4,1,2,6,0,12,1,2
36407,13,4,1,5,0,9,2,9
36408,15,3,1,9,0,17,2,1
36409,1,2,1,0,0,35,1,0
36410,17,2,2,6,0,20,1,7
36411,9,2,1,0,0,34,1,1
36412,15,4,1,3,0,13,1,1
36413,12,3,2,5,1,14,2,20
36414,11,1,5,9,0,32,1,3
36415,9,2,1,1,0,15,1,12
36416,12,0,2,6,0,11,1,9
36417,3,2,1,0,0,31,1,0
36418,16,4,1,5,0,11,1,17
36419,5,3,1,0,0,36,1,0
36420,0,1,3,5,0,51,1,0
36421,18,3,4,6,0,23,2,9
36422,14,1,2,5,0,21,1,5
36423,3,3,1,4,0,23,1,9
36424,3,0,1,7,0,29,1,0
36425,2,3,2,7,0,19,1,9
36426,4,1,3,8,0,12,2,9
36427,16,1,3,6,0,25,1,0
36428,6,1,2,6,0,8,2,9
36429,5,0,1,3,0,7,1,4
36430,8,0,3,6,0,17,1,6
36431,8,1,1,5,0,30,1,4
36432,4,1,2,6,0,25,1,4
36433,12,1,4,7,0,13,1,9
36434,14,1,3,9,0,13,2,0
36435,4,1,1,2,1,20,2,7
36436,16,4,1,6,0,16,1,9
36437,12,4,1,7,0,17,1,9
36438,10,0,5,4,0,8,1,11
36439,10,1,3,8,0,22,1,9
36440,15,1,2,5,0,14,1,23
36441,2,2,2,4,0,10,1,7
36442,4,1,1,7,0,34,2,0
36443,15,2,1,6,0,30,1,0
36444,11,0,1,0,1,17,1,6
36445,7,3,2,5,1,14,2,1
36446,2,0,1,7,0,12,1,9
36447,10,0,2,4,0,7,1,11
36448,6,1,1,2,0,11,1,5
36449,4,1,2,7,0,11,1,9
36450,10,3,1,5,1,28,1,6
36451,6,2,1,4,0,24,1,10
36452,10,0,4,6,0,28,1,0
36453,6,0,1,0,0,13,1,1
36454,4,3,1,7,0,42,1,10
36455,0,0,1,6,0,13,1,9
36456,5,1,4,5,0,30,1,0
36457,1,2,1,0,0,33,1,0
36458,14,0,2,3,0,24,1,2
36459,10,1,2,3,0,26,1,4
36460,12,0,1,6,0,14,1,23
36461,16,0,1,5,0,24,1,8
36462,7,1,3,7,0,12,2,9
36463,2,0,3,5,0,55,1,4
36464,3,0,5,2,0,22,1,8
36465,0,1,3,6,0,30,1,3
36466,12,0,1,0,0,13,1,6
36467,8,3,1,5,1,6,1,7
36468,6,1,1,2,0,18,1,3
36469,4,3,1,5,1,34,1,3
36470,6,1,5,6,0,8,1,9
36471,6,0,6,3,0,17,1,17
36472,1,1,1,5,0,14,1,9
36473,4,3,1,6,1,23,1,12
36474,18,3,1,8,0,15,1,4
36475,5,3,2,6,0,16,2,9
36476,1,2,3,7,0,9,2,9
36477,12,2,2,7,0,7,2,9
36478,7,3,1,5,1,6,1,21
36479,5,0,1,7,0,40,1,1
36480,18,3,2,3,0,14,1,4
36481,10,1,5,9,0,16,1,4
36482,11,3,2,9,0,31,2,0
36483,9,2,3,7,0,12,2,0
36484,14,2,1,0,0,18,1,1
36485,0,3,1,0,0,20,1,8
36486,4,0,1,4,0,20,1,9
36487,9,1,3,4,0,17,1,9
36488,8,0,3,6,0,18,1,15
36489,17,4,1,6,0,7,1,4
36490,1,0,1,5,0,24,1,7
36491,7,0,1,6,0,17,1,4
36492,14,3,2,6,1,51,2,4
36493,5,2,1,1,0,18,1,20
36494,5,3,1,5,1,17,1,1
36495,12,0,2,6,0,22,1,4
36496,11,3,1,5,1,12,1,9
36497,9,2,2,9,0,14,2,3
36498,2,0,1,4,0,22,1,9
36499,10,3,2,5,1,24,2,26
36500,7,3,3,5,1,32,3,0
36501,2,1,3,6,0,19,2,9
36502,12,3,3,7,0,16,3,0
36503,2,1,2,8,0,7,1,9
36504,5,3,4,4,1,21,1,9
36505,6,1,1,0,0,12,1,5
36506,17,4,1,6,0,12,1,9
36507,15,3,1,2,1,13,1,1
36508,8,3,1,6,0,34,1,7
36509,14,0,4,6,0,22,1,11
36510,0,3,1,5,1,11,1,28
36511,9,1,4,4,0,23,1,9
36512,7,3,1,5,1,25,1,29
36513,4,3,1,5,1,8,1,16
36514,4,3,1,1,1,9,1,4
36515,10,3,2,6,0,27,1,0
36516,11,3,1,4,0,19,1,5
36517,1,1,1,2,0,8,2,3
36518,2,1,2,5,0,10,1,9
36519,10,3,1,1,1,16,1,9
36520,6,3,2,5,1,21,2,0
36521,13,0,1,6,0,19,1,4
36522,9,2,2,6,0,37,1,7
36523,1,0,1,4,1,21,1,17
36524,14,1,2,3,0,23,1,3
36525,18,3,1,7,0,16,1,4
36526,2,2,4,4,0,25,3,7
36527,9,1,1,1,0,24,1,4
36528,7,0,4,5,0,47,1,0
36529,16,3,2,5,1,27,2,0
36530,8,1,1,1,0,12,1,9
36531,2,1,4,6,0,9,1,24
36532,0,3,1,5,1,7,1,9
36533,6,1,1,5,0,18,1,8
36534,12,2,1,0,0,10,1,35
36535,1,3,1,5,1,8,1,4
36536,15,1,1,4,1,13,1,1
36537,0,2,1,0,0,7,1,23
36538,2,0,1,4,0,13,1,4
36539,11,3,1,5,1,9,1,9
36540,0,0,4,5,0,11,1,3
36541,8,1,1,7,0,30,1,34
36542,15,0,2,9,0,12,1,9
36543,14,0,1,0,0,7,1,10
36544,0,3,1,5,1,15,1,9
36545,9,4,1,7,0,12,1,25
36546,9,1,3,4,0,34,1,0
36547,13,0,3,5,0,11,3,13
36548,17,0,1,2,0,17,1,9
36549,10,3,1,5,1,7,1,15
36550,9,1,1,6,0,12,2,9
36551,7,3,1,5,1,9,1,4
36552,9,0,2,6,0,36,1,1
36553,7,1,2,6,0,21,3,2
36554,11,0,1,5,0,23,1,4
36555,6,1,4,4,0,11,1,9
36556,12,0,1,2,0,8,1,15
36557,8,1,1,3,0,19,1,13
36558,15,4,1,8,0,35,1,0
36559,7,1,6,4,0,16,1,7
36560,3,0,4,1,0,17,1,6
36561,4,1,2,7,1,7,1,9
36562,10,2,1,0,0,29,1,3
36563,11,3,3,7,0,32,1,3
36564,10,1,2,5,0,15,1,4
36565,15,1,3,9,0,8,4,9
36566,16,3,2,6,0,25,2,9
36567,17,0,2,4,0,19,1,7
36568,7,1,1,3,0,10,1,19
36569,12,3,1,2,1,26,1,15
36570,10,0,1,0,1,30,1,1
36571,18,1,4,6,0,10,1,7
36572,12,3,2,7,0,8,1,7
36573,6,1,6,4,0,7,1,9
36574,13,3,1,5,1,23,1,10
36575,12,3,1,5,1,11,1,20
36576,9,1,5,7,0,23,1,9
36577,11,4,1,7,0,29,1,0
36578,16,1,2,9,0,16,2,8
36579,2,1,4,8,0,23,1,3
36580,1,0,1,7,0,17,1,1
36581,4,1,3,9,0,53,2,0
36582,11,0,3,7,0,9,1,7
36583,15,0,1,5,0,8,1,1
36584,1,1,2,6,0,11,2,0
36585,17,1,3,5,0,27,1,0
36586,16,0,2,4,0,8,1,7
36587,15,0,2,5,0,36,1,0
36588,9,1,3,5,0,21,2,4
36589,13,1,3,7,0,15,2,0
36590,4,1,2,6,0,32,1,0
36591,9,1,2,4,0,20,1,2
36592,8,2,1,3,0,15,1,17
36593,9,1,2,6,0,17,1,4
36594,2,2,1,1,0,25,1,1
36595,11,3,1,5,1,8,1,24
36596,7,0,2,3,0,17,1,17
36597,18,1,3,6,0,29,2,4
36598,9,1,4,5,0,13,1,28
36599,5,2,1,2,0,16,1,9
36600,5,1,2,4,0,19,1,9
36601,16,2,2,4,0,7,1,25
36602,12,0,5,3,0,19,2,6
36603,15,3,2,7,0,24,1,9
36604,14,3,1,4,0,27,1,0
36605,0,1,1,8,0,36,1,0
36606,7,1,3,7,0,26,1,9
36607,9,3,1,5,1,13,1,7
36608,10,3,4,5,1,15,4,9
36609,4,3,1,5,1,24,1,14
36610,11,1,2,8,0,18,1,9
36611,18,3,1,5,1,17,1,9
36612,10,3,1,0,0,23,1,8
36613,9,0,1,6,0,28,1,0
36614,12,2,1,3,0,19,1,16
36615,13,0,2,9,0,11,3,9
36616,12,3,1,7,1,22,1,18
36617,4,2,2,7,0,10,1,1
36618,17,3,2,5,1,38,2,0
36619,14,1,4,5,0,24,2,9
36620,1,3,1,5,1,12,1,7
36621,9,0,3,6,0,12,1,9
36622,13,3,1,4,0,34,1,2
36623,12,3,1,5,1,7,1,7
36624,10,3,1,5,1,15,1,1
36625,14,2,1,0,1,7,1,4
36626,12,3,1,4,0,11,2,4
36627,11,0,5,5,0,19,1,9
36628,14,0,2,8,0,10,1,8
36629,7,1,6,4,0,14,2,9
36630,12,1,2,9,0,13,1,9
36631,6,0,2,1,1,9,1,7
36632,1,1,1,6,0,15,1,8
36633,8,3,1,6,0,8,2,6
36634,0,2,2,7,0,15,2,9
36635,8,1,1,2,0,7,1,9
36636,5,2,2,7,0,18,2,9
36637,12,3,2,5,1,12,2,3
36638,14,1,3,7,0,18,1,9
36639,11,3,1,1,0,15,1,13
36640,4,1,3,5,0,7,1,9
36641,11,0,3,2,0,19,1,9
36642,13,0,1,3,1,7,1,9
36643,17,3,2,6,0,39,1,0
36644,15,2,2,1,0,25,1,11
36645,12,1,1,7,0,14,1,9
36646,0,0,2,4,0,17,1,7
36647,17,3,2,5,1,7,2,4
36648,7,1,1,6,0,10,1,13
36649,3,2,1,0,0,12,1,5
36650,18,0,2,1,0,31,1,45
36651,6,2,1,0,0,17,1,9
36652,2,4,1,3,0,23,1,4
36653,0,0,2,3,0,39,1,2
36654,11,3,1,1,0,22,1,9
36655,9,0,3,5,0,8,1,6
36656,8,3,2,1,0,21,2,4
36657,0,1,2,8,0,32,1,2
36658,4,1,1,3,0,13,1,9
36659,14,0,1,7,0,31,1,14
36660,11,0,1,4,0,19,1,19
36661,3,2,2,5,0,24,2,7
36662,13,3,1,5,1,9,1,4
36663,16,0,2,8,0,7,1,4
36664,9,3,1,0,0,17,1,5
36665,11,3,2,5,0,53,2,0
36666,9,3,1,5,0,35,1,1
36667,17,3,1,5,1,8,1,9
36668,9,2,1,2,0,9,1,3
36669,1,1,1,6,0,7,1,1
36670,15,3,1,5,1,12,1,17
36671,16,3,1,5,1,19,1,9
36672,9,1,1,6,0,16,2,9
36673,1,3,1,5,1,19,1,4
36674,5,1,2,6,0,28,1,2
36675,12,2,1,5,0,15,1,9
36676,14,3,1,5,1,7,1,13
36677,9,3,1,6,0,12,1,9
36678,4,0,3,7,0,29,1,2
36679,6,3,2,3,0,11,1,1
36680,0,0,1,6,0,12,2,4
36681,12,3,1,6,1,7,1,9
36682,3,3,1,5,1,14,1,7
36683,12,4,1,2,0,18,2,9
36684,8,3,1,4,0,19,1,7
36685,0,1,1,7,0,11,1,7
36686,8,0,4,0,0,18,1,1
36687,10,0,2,8,0,32,1,0
36688,13,0,5,8,0,36,1,0
36689,5,0,1,5,0,15,1,7
36690,12,0,6,5,0,25,1,0
36691,16,3,2,4,0,7,1,1
36692,3,1,3,3,0,11,1,9
36693,11,1,3,5,0,10,1,9
36694,5,1,1,4,0,14,1,4
36695,15,3,1,5,1,25,1,7
36696,8,1,2,6,0,33,1,0
36697,3,1,1,7,0,6,1,8
36698,5,1,6,3,0,7,1,29
36699,5,2,2,0,0,21,2,9
36700,1,2,1,0,0,28,1,3
36701,10,0,1,6,0,28,1,1
36702,7,2,1,0,0,18,1,9
36703,4,3,1,7,0,6,1,9
36704,12,2,1,6,0,9,1,21
36705,7,0,4,3,0,17,1,9
36706,12,0,5,5,0,21,2,9
36707,3,1,1,7,0,21,2,0
36708,16,0,2,7,0,29,1,0
36709,15,0,1,2,1,26,1,2
36710,12,0,2,0,0,11,2,8
36711,11,0,3,7,0,25,2,4
36712,10,3,1,5,1,7,1,7
36713,15,3,1,5,1,13,1,7
36714,14,1,2,4,0,11,1,3
36715,14,0,3,4,0,19,1,1
36716,4,3,1,5,1,36,1,4
36717,12,1,1,4,0,33,2,10
36718,9,1,5,3,0,8,1,6
36719,12,2,1,0,0,11,1,3
36720,15,0,1,3,1,16,2,38
36721,18,1,1,9,0,34,1,1
36722,16,3,2,5,1,9,2,4
36723,10,3,1,5,1,8,1,9
36724,8,0,1,3,0,17,1,6
36725,15,3,1,5,1,12,1,17
36726,13,0,3,6,0,24,2,7
36727,11,3,1,0,0,13,1,7
36728,9,1,1,3,0,19,1,9
36729,2,0,1,5,0,16,1,1
36730,4,3,4,6,0,13,3,9
36731,9,1,4,6,0,11,1,9
36732,4,3,1,1,0,16,1,2
36733,4,1,5,1,0,11,1,1
36734,4,0,2,3,0,30,2,0
36735,13,0,2,6,0,24,1,9
36736,2,0,1,5,0,31,1,2
36737,5,0,2,7,0,11,1,9
36738,18,1,1,6,0,32,1,1
36739,0,3,1,5,1,19,1,15
36740,4,1,3,4,0,7,4,0
36741,15,1,2,6,0,27,1,1
36742,8,4,1,4,0,24,1,9
36743,13,1,2,5,0,32,2,0
36744,0,1,3,9,0,29,1,3
36745,13,2,1,0,0,12,1,9
36746,15,0,4,1,0,22,1,7
36747,8,1,2,9,0,14,2,9
36748,9,3,1,5,1,18,1,9
36749,12,3,2,8,0,14,2,9
36750,15,1,1,5,1,21,1,7
36751,13,3,1,6,1,12,2,9
36752,5,3,2,5,1,11,2,4
36753,3,1,4,6,0,24,1,1
36754,12,0,1,6,0,23,2,4
36755,8,2,2,7,0,16,1,9
36756,15,0,2,7,0,24,1,7
36757,13,0,1,3,1,24,2,9
36758,11,3,1,5,1,9,1,4
36759,6,0,5,4,0,25,2,0
36760,16,1,1,1,0,11,1,18
36761,12,1,1,5,0,25,1,0
36762,3,1,2,4,0,30,1,9
36763,1,0,2,5,0,7,1,4
36764,7,1,3,8,0,24,2,9
36765,16,2,1,0,0,17,1,4
36766,1,2,1,0,0,19,1,8
36767,2,1,1,6,0,11,1,8
36768,8,0,2,6,0,23,2,2
36769,9,3,1,5,1,27,1,14
36770,15,1,3,9,0,32,2,0
36771,12,3,1,5,1,20,1,1
36772,13,0,3,7,0,22,2,5
36773,0,1,4,5,0,13,1,9
36774,10,0,1,7,0,24,1,4
36775,6,3,1,0,1,11,1,8
36776,2,0,5,6,0,34,1,7
36777,7,0,4,6,0,8,1,10
36778,11,1,1,3,0,15,2,9
36779,8,3,1,5,1,19,1,9
36780,0,4,1,6,0,39,1,24
36781,13,1,4,8,0,21,1,8
36782,4,1,2,5,0,34,1,0
36783,4,0,2,4,0,19,1,4
36784,0,3,1,5,1,11,1,9
36785,7,1,4,9,0,11,1,9
36786,3,2,2,7,0,12,1,9
36787,3,2,2,0,0,12,2,9
36788,5,1,3,4,0,11,1,4
36789,12,0,1,5,0,18,1,7
36790,16,1,2,9,0,27,1,0
36791,8,1,2,4,0,7,1,4
36792,18,0,2,0,0,33,2,0
36793,8,1,2,2,1,7,1,11
36794,11,1,2,5,0,19,1,8
36795,12,2,1,0,0,11,1,5
36796,14,0,1,2,0,36,1,14
36797,4,3,2,6,1,9,1,4
36798,4,1,2,5,0,14,1,4
36799,11,3,2,7,0,13,1,9
36800,14,2,1,5,0,19,1,1
36801,1,3,1,5,1,16,1,4
36802,13,3,1,5,1,15,1,4
36803,6,1,2,8,0,7,1,5
36804,5,2,2,4,0,17,1,8
36805,11,1,1,5,0,14,1,9
36806,14,4,1,6,0,14,1,12
36807,12,1,6,4,0,11,1,9
36808,18,4,1,6,0,14,2,0
36809,3,2,1,0,0,14,1,15
36810,0,0,1,5,0,14,1,8
36811,3,3,1,5,1,15,1,24
36812,6,1,1,5,0,9,1,6
36813,8,0,3,5,0,14,1,9
36814,2,4,1,3,0,12,2,9
36815,4,0,5,7,0,22,1,6
36816,2,2,1,1,0,13,1,6
36817,16,4,1,9,0,15,1,9
36818,10,1,4,9,0,11,1,9
