user_id,dualband_capability,phonenetwork,newphoneuser,phone_usedays,phoneprice
7022,1,0,0,514,1049
7023,1,0,0,152,1049
7024,1,0,0,338,1049
7025,1,0,0,189,1049
7026,0,1,0,172,209
7027,1,1,0,308,705
7028,0,2,0,861,209
7029,1,0,0,311,225
7030,1,0,1,240,909
7031,1,0,0,526,1049
7032,1,0,0,133,898
7033,1,0,0,368,1049
7034,0,2,1,926,705
7035,1,2,1,728,209
7036,1,0,0,177,909
7037,1,0,0,560,419
7038,0,1,0,638,209
7039,1,0,0,205,1049
7040,1,0,0,231,1322
7041,1,0,0,495,1049
7042,1,0,0,222,962
7043,1,0,0,216,918
7044,0,0,0,527,943
7045,1,1,0,665,209
7046,1,0,0,223,699
7047,1,0,0,337,1399
7048,0,1,0,122,705
7049,1,0,1,307,1049
7050,0,2,0,626,209
7051,0,0,0,160,1399
7052,0,0,0,271,909
7053,1,0,1,239,1049
7054,0,1,0,151,419
7055,1,0,0,130,699
7056,1,0,0,240,699
7057,1,0,0,232,909
7058,0,0,0,410,705
7059,1,1,0,1079,209
7060,0,0,0,96,751
7061,1,0,0,355,1029
7062,1,0,0,497,1049
7063,1,0,1,262,419
7064,0,1,1,313,209
7065,1,0,0,245,559
7066,1,0,0,327,1399
7067,1,0,0,274,864
7068,0,2,0,717,209
7069,0,1,0,331,705
7070,1,0,0,123,699
7071,1,0,1,37,1049
7072,1,0,0,563,419
7073,0,2,0,428,705
7074,0,0,0,92,3422
7075,1,0,0,211,699
7076,1,0,0,278,645
7077,1,2,0,773,209
7078,1,0,0,155,699
7079,1,0,0,297,1049
7080,1,0,0,201,1049
7081,0,1,0,238,705
7082,1,1,0,856,209
7083,1,0,0,493,559
7084,0,0,0,65,969
7085,1,0,0,204,1399
7086,1,0,0,464,419
7087,1,0,0,313,419
7088,1,0,0,180,909
7089,1,0,0,293,909
7090,1,1,0,330,705
7091,1,0,0,431,1049
7092,0,0,1,69,909
7093,0,2,1,873,209
7094,1,0,0,141,629
7095,1,0,1,495,559
7096,0,1,0,911,209
7097,0,2,0,767,209
7098,1,0,0,348,1024
7099,1,0,0,525,1049
7100,0,0,0,659,209
7101,1,0,0,178,1049
7102,0,0,0,59,1320
7103,0,1,0,519,209
7104,1,1,0,277,705
7105,1,0,0,30,699
7106,1,0,0,514,1220
7107,1,0,0,101,699
7108,1,0,0,221,1049
7109,1,0,0,188,1049
7110,1,0,0,102,1399
7111,0,1,1,17,705
7112,0,2,0,1178,209
7113,0,0,0,301,909
7114,1,0,0,11,705
7115,0,1,0,564,705
7116,1,0,0,237,1399
7117,1,0,0,77,1399
7118,1,1,0,911,209
7119,1,0,0,454,1049
7120,0,1,1,777,209
7121,0,0,0,253,1206
7122,1,0,0,240,1049
7123,1,0,1,472,394
7124,0,1,0,460,209
7125,0,0,0,336,973
7126,0,0,0,317,912
7127,0,2,0,730,209
7128,0,0,1,194,541
7129,1,0,0,84,1049
7130,1,0,0,341,1399
7131,1,0,0,154,815
7132,1,0,0,247,1049
7133,1,0,0,417,1399
7134,1,1,0,739,209
7135,0,1,0,469,209
7136,1,0,0,521,559
7137,1,0,0,327,1049
7138,0,0,1,309,598
7139,1,0,0,309,1399
7140,1,2,0,76,705
7141,1,0,0,133,699
7142,1,0,0,376,419
7143,1,1,0,848,209
7144,1,0,0,432,626
7145,1,0,0,477,446
7146,1,0,0,604,1238
7147,0,0,0,326,209
7148,0,1,1,240,705
7149,1,0,0,230,1049
7150,0,1,1,639,209
7151,1,0,0,236,1399
7152,1,0,1,403,419
7153,0,1,0,417,705
7154,1,0,0,73,209
7155,0,0,1,638,297
7156,1,0,0,208,1049
7157,1,0,0,371,1049
7158,1,0,0,359,909
7159,0,1,1,792,434
7160,1,0,0,152,909
7161,1,0,0,436,1399
7162,0,0,1,247,1173
7163,1,0,1,266,1399
7164,1,0,0,93,419
7165,0,0,0,462,419
7166,0,0,1,248,1832
7167,1,1,1,746,209
7168,0,0,0,178,909
7169,0,0,0,285,699
7170,1,0,0,414,1049
7171,1,0,0,683,1049
7172,1,0,0,338,559
7173,1,0,0,400,1049
7174,0,1,0,422,226
7175,1,0,0,471,800
7176,1,1,0,1207,209
7177,1,0,0,169,1049
7178,1,0,0,419,1399
7179,0,2,0,536,209
7180,1,0,0,366,1049
7181,1,0,1,91,245
7182,0,1,0,808,209
7183,0,0,0,68,1329
7184,1,0,0,240,1399
7185,1,0,0,64,1049
7186,0,2,1,950,209
7187,1,0,0,323,1399
7188,0,2,1,812,201
7189,0,0,0,290,909
7190,0,0,0,123,705
7191,1,0,0,419,1049
7192,0,2,0,1520,209
7193,1,0,1,458,1399
7194,0,0,0,370,928
7195,0,1,0,1135,406
7196,1,0,0,271,1399
7197,0,0,0,388,909
7198,1,0,0,308,948
7199,1,0,0,253,559
7200,1,0,1,90,1399
7201,1,0,0,349,209
7202,1,0,0,336,1049
7203,0,1,0,381,209
7204,1,0,0,22,1399
7205,0,1,0,662,209
7206,1,0,0,133,1399
7207,0,0,1,744,423
7208,1,0,0,215,1049
7209,1,0,0,370,1049
7210,0,0,1,163,909
7211,1,0,0,249,699
7212,1,0,0,526,496
7213,1,0,0,396,209
7214,0,0,0,125,699
7215,1,0,0,394,452
7216,1,0,0,316,1049
7217,1,0,0,213,828
7218,1,0,0,142,209
7219,1,0,0,277,1399
7220,0,1,0,566,705
7221,1,0,0,595,1049
7222,0,0,0,161,1277
7223,1,0,0,383,419
7224,0,1,0,635,705
7225,0,0,0,187,923
7226,0,1,0,588,209
7227,1,0,1,143,1399
7228,1,0,0,301,474
7229,0,2,0,1443,209
7230,1,0,0,435,1049
7231,0,1,0,795,209
7232,1,0,0,367,909
7233,1,2,1,910,209
7234,0,1,1,625,209
7235,1,0,0,440,986
7236,1,0,1,206,1351
7237,1,0,0,276,1049
7238,1,0,0,356,1049
7239,0,1,1,833,209
7240,0,1,0,628,209
7241,0,0,0,167,705
7242,1,0,0,4,705
7243,1,0,0,270,559
7244,1,0,0,347,1049
7245,1,0,0,230,1049
7246,1,0,0,349,1049
7247,1,0,0,326,1049
7248,1,0,0,574,559
7249,0,1,0,221,209
7250,1,0,0,263,1049
7251,1,0,1,447,209
7252,0,0,0,455,408
7253,1,0,0,182,699
7254,0,0,1,526,909
7255,1,0,0,234,1399
7256,1,0,0,563,559
7257,0,0,1,317,917
7258,1,0,1,346,909
7259,1,0,0,375,909
7260,1,0,0,19,1399
7261,0,1,0,362,209
7262,0,1,0,987,209
7263,1,0,0,692,511
7264,0,0,0,312,699
7265,1,0,0,116,1303
7266,0,0,0,34,909
7267,0,2,0,927,209
7268,1,0,0,376,1399
7269,0,0,0,332,909
7270,1,0,0,347,419
7271,0,0,0,614,421
7272,1,0,0,487,484
7273,1,0,0,280,1399
7274,0,0,0,11,909
7275,1,0,0,520,559
7276,1,0,0,383,1399
7277,0,0,1,255,933
7278,1,1,0,863,237
7279,1,0,0,382,1049
7280,1,0,1,227,909
7281,0,1,1,314,559
7282,1,0,1,180,887
7283,1,0,0,598,921
7284,1,0,0,56,1049
7285,1,0,0,312,1399
7286,0,1,0,221,209
7287,1,0,0,684,559
7288,1,0,0,580,419
7289,1,0,0,121,699
7290,0,0,0,443,1022
7291,1,0,0,173,559
7292,1,1,0,853,209
7293,1,0,0,634,1049
7294,0,1,0,501,209
7295,1,0,1,335,1399
7296,1,0,1,135,559
7297,1,0,0,152,1049
7298,1,0,0,574,1049
7299,1,0,0,444,1049
7300,1,0,0,245,1049
7301,0,1,1,1097,209
7302,1,0,0,428,683
7303,1,0,0,192,1049
7304,1,0,0,402,1049
7305,1,0,0,445,902
7306,0,1,0,691,705
7307,1,0,0,106,1232
7308,1,0,0,438,674
7309,0,1,0,872,209
7310,1,0,0,315,1049
7311,0,2,0,626,209
7312,1,0,0,200,1049
7313,1,0,0,308,909
7314,1,0,0,214,1049
7315,1,2,0,799,209
7316,1,0,0,103,1049
7317,0,0,0,194,834
7318,0,1,0,1,705
7319,1,0,1,67,909
7320,1,0,0,325,699
7321,1,0,0,180,1302
7322,0,0,0,355,979
7323,1,0,0,586,419
7324,1,0,0,275,559
7325,1,0,0,220,1399
7326,1,0,1,519,909
7327,1,0,1,8,1399
7328,1,0,0,340,419
7329,1,0,0,536,1127
7330,1,0,0,425,545
7331,0,1,0,466,209
7332,0,0,0,8,699
7333,1,0,0,302,1049
7334,1,0,0,250,1049
7335,0,1,0,738,705
7336,1,0,1,557,1399
7337,1,0,0,374,1399
7338,0,1,0,584,209
7339,1,2,0,764,209
7340,1,0,0,479,559
7341,1,0,0,388,1049
7342,1,0,0,137,1049
7343,1,0,0,351,1049
7344,1,0,1,437,209
7345,1,0,0,303,1049
7346,0,1,0,958,419
7347,0,0,0,179,909
7348,1,0,0,21,1399
7349,1,0,1,348,1399
7350,0,1,0,522,209
7351,1,0,0,526,1399
7352,1,0,0,27,699
7353,0,2,0,608,209
7354,0,0,0,325,672
7355,1,0,0,437,957
7356,1,0,1,295,1049
7357,0,0,0,376,705
7358,1,0,0,335,699
7359,0,0,0,227,909
7360,1,0,0,328,772
7361,1,0,0,245,1049
7362,0,0,0,307,638
7363,1,0,0,249,1049
7364,0,0,0,234,909
7365,1,0,0,411,209
7366,1,2,0,482,705
7367,0,0,0,353,1046
7368,1,0,0,697,1049
7369,0,1,0,681,559
7370,0,2,1,1159,209
7371,0,0,0,86,226
7372,0,1,1,1106,209
7373,1,0,1,403,928
7374,0,1,0,488,209
7375,1,0,0,267,1049
7376,0,2,0,564,209
7377,1,0,0,445,1399
7378,1,0,1,511,1049
7379,1,0,0,238,699
7380,0,0,0,78,935
7381,1,0,0,200,1399
7382,1,1,0,612,209
7383,1,0,0,336,419
7384,1,0,1,94,699
7385,0,1,0,223,209
7386,1,0,0,479,1049
7387,1,0,0,296,1049
7388,0,0,0,357,909
7389,1,0,0,615,419
7390,0,1,1,583,559
7391,1,2,0,271,705
7392,0,1,1,451,209
7393,0,0,0,532,705
7394,1,0,0,122,1305
7395,1,0,1,196,1399
7396,1,0,1,320,419
7397,1,0,0,409,1049
7398,1,0,0,355,1049
7399,1,0,0,332,1049
7400,0,0,0,463,1035
7401,1,0,0,207,1399
7402,1,0,0,478,1399
7403,1,0,0,294,419
7404,1,2,0,838,209
7405,0,2,0,470,209
7406,1,0,0,128,988
7407,1,0,0,221,1049
7408,1,0,0,342,909
7409,1,0,0,397,1399
7410,1,0,0,532,559
7411,1,0,0,448,448
7412,1,0,1,307,1049
7413,1,0,1,368,1049
7414,0,0,0,215,909
7415,0,2,1,957,209
7416,1,0,0,369,1049
7417,1,0,0,347,699
7418,1,0,0,508,1042
7419,0,0,0,75,909
7420,0,1,0,794,209
7421,1,0,0,179,1049
7422,0,1,0,790,209
7423,0,0,1,338,909
7424,1,0,0,636,1049
7425,0,1,1,696,209
7426,1,0,0,152,699
7427,0,0,0,492,209
7428,1,0,0,716,423
7429,1,1,1,861,209
7430,1,0,0,190,559
7431,1,0,0,646,378
7432,1,0,1,201,790
7433,1,0,0,238,1049
7434,0,0,0,246,973
7435,1,0,1,515,1049
7436,1,2,0,728,209
7437,1,0,0,215,909
7438,1,0,0,39,1049
7439,1,0,0,275,1399
7440,0,1,0,630,209
7441,1,2,0,589,209
7442,1,0,0,17,909
7443,0,0,0,295,600
7444,0,0,1,249,864
7445,1,2,0,823,209
7446,0,1,0,746,209
7447,1,0,0,554,419
7448,1,0,0,444,1049
7449,0,2,0,799,705
7450,1,0,1,66,1049
7451,0,0,1,379,209
7452,1,0,1,117,1152
7453,0,2,1,202,209
7454,0,0,1,837,209
7455,0,2,0,262,705
7456,1,0,0,332,785
7457,1,0,0,671,557
7458,1,0,0,250,699
7459,1,0,0,210,1399
7460,0,0,0,126,839
7461,0,1,0,635,559
7462,1,1,1,561,705
7463,1,0,0,417,1049
7464,1,1,0,641,209
7465,0,2,0,1270,209
7466,1,0,0,364,1049
7467,1,0,0,502,419
7468,1,0,0,601,419
7469,1,0,0,213,1399
7470,1,0,0,245,1049
7471,1,0,0,471,1049
7472,1,0,0,200,1049
7473,1,1,0,633,209
7474,0,0,0,684,209
7475,1,0,0,203,1049
7476,0,0,0,288,909
7477,0,0,0,390,909
7478,0,0,0,639,506
7479,0,1,0,686,209
7480,0,0,0,331,1302
7481,0,1,0,663,705
7482,0,0,0,214,937
7483,0,0,0,329,909
7484,1,0,1,286,559
7485,1,0,0,662,559
7486,1,0,0,172,209
7487,1,0,0,397,209
7488,1,2,0,676,209
7489,1,0,0,288,699
7490,0,1,1,474,705
7491,0,0,1,160,909
7492,1,0,1,335,1205
7493,0,1,1,802,209
7494,0,2,0,681,209
7495,1,0,0,542,559
7496,0,0,0,281,209
7497,1,0,0,771,559
7498,0,1,0,699,209
7499,1,0,0,307,1399
7500,1,0,0,101,1049
7501,0,0,0,430,209
7502,0,0,0,328,1034
7503,0,0,0,233,705
7504,0,1,0,627,209
7505,1,0,0,675,1049
7506,1,0,0,325,1049
7507,0,2,0,632,209
7508,1,0,0,415,1049
7509,1,0,0,174,699
7510,0,1,1,989,209
7511,1,0,0,636,559
7512,1,0,0,276,910
7513,0,0,0,405,961
7514,0,0,1,345,615
7515,0,1,0,485,705
7516,1,0,0,382,933
7517,1,0,0,394,1061
7518,1,0,0,516,1049
7519,0,0,0,230,915
7520,1,0,1,350,1056
7521,1,0,0,407,1399
7522,1,0,0,514,1049
7523,1,0,1,173,1399
7524,1,0,0,494,909
7525,1,0,0,341,502
7526,1,0,0,255,1049
7527,0,0,0,639,209
7528,0,1,0,598,705
7529,0,0,1,282,865
7530,1,0,0,212,1049
7531,1,2,0,619,209
7532,1,0,0,420,1399
7533,1,0,1,108,1049
7534,1,0,0,322,909
7535,0,0,0,12,559
7536,1,0,0,439,1399
7537,0,0,0,512,451
7538,1,0,0,56,1602
7539,1,0,0,314,559
7540,1,0,0,200,1049
7541,1,0,0,217,971
7542,1,0,0,129,209
7543,1,1,0,609,705
7544,0,0,0,331,679
7545,1,1,0,686,209
7546,1,1,0,389,209
7547,1,1,0,1035,209
7548,1,0,1,433,1399
7549,1,0,1,405,419
7550,1,1,0,594,209
7551,0,1,0,664,209
7552,0,0,0,259,909
7553,1,0,0,421,699
7554,1,1,0,351,209
7555,0,1,0,271,209
7556,1,0,0,758,426
7557,0,1,0,1008,209
7558,1,0,0,361,419
7559,1,0,0,181,1049
7560,0,0,0,288,705
7561,1,0,1,385,559
7562,0,0,0,288,856
7563,1,0,0,515,1049
7564,0,1,0,610,209
7565,1,1,0,293,705
7566,1,2,0,611,209
7567,1,0,0,331,1049
7568,1,0,0,299,1049
7569,1,0,0,312,699
7570,0,2,0,555,705
7571,0,0,0,142,686
7572,1,1,0,550,209
7573,1,0,0,368,1049
7574,1,0,1,284,909
7575,1,0,0,277,1399
7576,1,0,0,386,1399
7577,1,0,0,470,1049
7578,0,0,0,61,209
7579,0,0,0,318,843
7580,1,0,0,774,419
7581,1,0,0,274,909
7582,1,0,0,220,1049
7583,1,0,0,148,1399
7584,0,1,0,356,209
7585,0,1,0,423,419
7586,1,0,0,654,1049
7587,1,0,0,350,1399
7588,1,0,0,327,1049
7589,1,0,0,318,559
7590,0,0,0,74,787
7591,0,0,0,182,909
7592,1,0,0,228,1399
7593,1,0,0,326,419
7594,1,0,0,361,1049
7595,1,0,0,307,1049
7596,0,1,1,484,209
7597,1,0,0,582,1049
7598,0,0,0,131,699
7599,1,0,0,225,360
7600,0,1,1,651,705
7601,1,0,0,311,1049
7602,1,0,1,276,1088
7603,1,0,0,475,945
7604,0,1,0,612,705
7605,1,0,0,349,1049
7606,1,0,0,446,419
7607,1,0,0,646,1399
7608,1,0,0,339,1049
7609,0,2,0,1167,209
7610,0,2,0,306,209
7611,1,0,0,656,1049
7612,0,2,0,632,209
7613,0,0,1,60,909
7614,1,0,0,274,1399
7615,1,0,0,240,287
7616,1,0,0,178,1317
7617,1,0,1,226,1049
7618,0,1,1,717,209
7619,0,1,1,901,209
7620,1,0,0,278,1049
7621,1,0,0,226,1049
7622,1,0,1,149,909
7623,0,2,0,1198,209
7624,1,0,0,755,419
7625,1,0,1,404,1049
7626,1,0,0,231,1117
7627,0,0,0,308,909
7628,1,0,0,237,699
7629,1,0,0,147,1049
7630,1,2,0,440,209
7631,0,1,0,954,209
7632,1,0,0,772,1049
7633,1,0,0,127,699
7634,1,2,0,869,209
7635,1,2,0,509,705
7636,0,0,1,394,909
7637,0,0,0,57,705
7638,1,1,0,979,209
7639,1,0,0,330,209
7640,1,0,0,308,1049
7641,1,0,0,305,419
7642,0,0,0,351,978
7643,1,2,0,929,209
7644,1,0,0,332,1049
7645,0,0,1,821,304
7646,0,0,0,112,1351
7647,1,0,0,94,909
7648,1,0,0,252,1399
7649,1,0,0,356,1049
7650,1,0,0,488,1049
7651,0,0,0,110,504
7652,0,0,1,225,909
7653,1,0,0,210,1096
7654,1,0,0,300,1049
7655,1,0,0,381,1049
7656,1,0,0,354,1026
7657,1,0,0,316,1024
7658,1,1,0,444,209
7659,0,1,0,651,559
7660,1,0,0,358,559
7661,1,0,0,211,909
7662,1,0,0,360,1049
7663,1,0,0,228,1266
7664,0,0,0,85,687
7665,0,0,0,127,909
7666,1,0,0,262,559
7667,1,0,1,314,1049
7668,1,0,0,53,972
7669,1,0,0,317,1049
7670,0,0,1,772,209
7671,0,1,0,244,209
7672,1,0,0,262,545
7673,1,0,0,832,559
7674,1,0,0,186,1049
7675,0,1,0,873,209
7676,0,0,0,470,209
7677,1,0,0,7,699
7678,0,0,0,237,966
7679,0,0,1,204,705
7680,0,0,0,268,909
7681,0,1,1,962,209
7682,1,0,0,180,559
7683,1,0,0,248,1049
7684,1,0,0,403,559
7685,1,0,0,79,297
7686,0,1,0,564,209
7687,1,0,0,719,909
7688,1,1,1,804,209
7689,1,0,0,425,1049
7690,1,2,0,1245,209
7691,0,2,0,1076,209
7692,1,0,1,118,909
7693,1,0,0,168,1399
7694,1,1,1,319,209
7695,1,0,1,52,1399
7696,0,2,0,1298,209
7697,1,0,0,467,559
7698,1,0,0,252,699
7699,1,0,0,736,559
7700,1,1,0,75,705
7701,0,2,0,1115,705
7702,1,0,0,264,419
7703,1,0,1,13,1399
7704,1,0,0,339,608
7705,1,0,0,477,1049
7706,1,0,0,495,1049
7707,1,0,0,440,997
7708,1,0,0,329,699
7709,1,0,0,569,559
7710,0,1,0,394,705
7711,0,0,0,37,705
7712,0,0,0,456,344
7713,1,0,1,350,909
7714,1,0,0,514,419
7715,1,0,1,665,559
7716,0,0,0,40,909
7717,1,0,1,157,699
7718,1,0,0,336,1049
7719,1,0,0,238,209
7720,1,1,0,632,705
7721,0,1,0,628,209
7722,0,0,0,228,909
7723,0,0,1,647,550
7724,0,0,0,283,479
7725,0,0,0,297,909
7726,0,1,0,385,209
7727,1,0,0,274,1399
7728,1,0,0,222,1399
7729,1,0,0,296,1399
7730,1,0,0,216,1049
7731,1,0,0,303,356
7732,0,0,1,197,699
7733,0,0,0,80,909
7734,1,0,0,430,1399
7735,1,0,1,57,209
7736,1,0,0,373,909
7737,1,0,0,118,909
7738,1,0,0,295,1049
7739,0,1,0,568,209
7740,1,0,1,269,1049
7741,1,0,0,62,559
7742,1,0,0,578,559
7743,0,0,0,333,909
7744,1,0,0,212,1399
7745,1,0,0,158,1049
7746,1,0,0,604,1049
7747,0,0,0,222,632
7748,0,0,0,345,912
7749,1,0,0,333,1049
7750,1,0,0,657,419
7751,1,0,0,551,559
7752,1,0,0,445,559
7753,1,0,0,154,1399
7754,1,0,0,119,699
7755,1,0,1,135,1049
7756,1,0,0,115,419
7757,1,0,0,394,1399
7758,0,0,0,447,508
7759,1,0,0,259,419
7760,1,0,0,515,1399
7761,1,0,0,280,1049
7762,1,0,0,276,1049
7763,1,0,0,681,419
7764,0,2,0,786,209
7765,0,0,0,228,779
7766,0,0,0,661,389
7767,0,0,0,305,909
7768,0,0,0,236,827
7769,1,2,0,497,705
7770,1,0,0,526,1049
7771,1,1,0,999,209
7772,1,0,1,498,250
7773,1,0,0,537,1049
7774,1,0,0,364,1049
7775,0,2,0,800,209
7776,1,0,1,567,1049
7777,0,0,0,332,705
7778,1,0,0,416,279
7779,0,1,0,892,209
7780,0,0,0,631,559
7781,0,0,0,21,909
7782,1,0,1,168,1399
7783,1,0,0,244,1049
7784,1,0,0,641,559
7785,1,0,0,127,699
7786,0,1,1,174,705
7787,1,0,0,210,419
7788,0,0,0,321,873
7789,1,0,1,386,1049
7790,1,0,0,285,559
7791,0,1,0,605,209
7792,1,0,0,392,419
7793,1,0,0,400,699
7794,1,0,1,516,559
7795,1,0,0,339,699
7796,1,0,0,484,419
7797,1,0,0,218,711
7798,1,0,0,220,909
7799,1,0,0,407,1049
7800,0,0,0,292,909
7801,1,0,0,272,1399
7802,0,1,0,493,705
7803,1,0,0,140,909
7804,1,0,1,257,699
7805,1,0,0,435,1399
7806,0,0,1,297,705
7807,0,1,0,383,209
7808,0,1,0,645,209
7809,1,0,0,369,419
7810,1,0,0,268,909
7811,1,0,0,582,1399
7812,0,1,0,465,705
7813,1,0,0,460,1049
7814,1,1,0,366,242
7815,0,0,0,534,209
7816,0,1,0,406,705
7817,1,0,0,198,1049
7818,0,1,0,575,419
7819,1,0,1,323,1399
7820,1,0,0,317,1049
7821,1,0,0,584,909
7822,0,2,0,670,209
7823,1,0,0,245,1399
7824,0,0,1,320,542
7825,1,0,0,363,1399
7826,1,0,0,588,1049
7827,1,0,1,181,687
7828,1,0,0,494,1399
7829,0,0,0,538,209
7830,0,2,0,1021,209
7831,0,1,0,771,209
7832,0,0,0,183,605
7833,0,1,0,637,209
7834,1,0,0,401,1049
7835,1,2,0,762,209
7836,1,0,1,137,1049
7837,1,1,0,362,209
7838,0,1,0,1205,705
7839,1,0,0,62,1049
7840,1,0,0,345,419
7841,1,0,0,167,909
7842,0,1,1,810,209
7843,1,0,1,43,909
7844,1,0,1,368,699
7845,1,0,1,363,941
7846,1,0,0,246,909
7847,0,0,0,225,909
7848,0,0,1,735,559
7849,0,1,0,994,209
7850,0,0,0,725,314
7851,0,1,0,698,559
7852,0,2,0,10,209
7853,1,1,0,356,209
7854,0,0,0,82,950
7855,1,0,1,11,1399
7856,1,0,0,405,1399
7857,1,0,0,346,909
7858,1,0,0,527,559
7859,0,0,0,325,419
7860,1,0,0,41,1049
7861,1,0,1,16,1259
7862,0,0,0,512,687
7863,1,0,0,445,419
7864,1,0,0,535,1049
7865,0,0,0,192,918
7866,1,0,1,327,1049
7867,0,1,1,730,209
7868,1,0,1,671,559
7869,1,0,0,143,669
7870,1,0,0,306,1049
7871,0,0,0,190,939
7872,0,2,0,658,209
7873,1,0,0,309,1120
7874,1,0,0,358,1049
7875,1,0,0,343,209
7876,0,0,0,42,1845
7877,0,0,0,203,209
7878,1,0,0,29,1399
7879,0,0,1,74,789
7880,1,0,1,314,699
7881,1,0,0,439,1049
7882,0,0,0,135,955
7883,1,0,0,280,699
7884,1,0,0,315,1049
7885,0,0,1,296,427
7886,1,0,0,566,1049
7887,1,1,1,327,209
7888,0,0,0,198,646
7889,1,0,0,266,419
7890,1,0,0,334,1334
7891,1,0,0,566,419
7892,0,0,0,217,559
7893,1,0,0,108,699
7894,1,0,0,409,1399
7895,0,0,0,321,820
7896,1,0,1,66,947
7897,0,1,0,395,209
7898,1,2,0,1032,209
7899,1,0,0,158,1049
7900,1,0,0,27,909
7901,1,2,0,208,209
7902,0,0,1,167,699
7903,1,1,1,864,209
7904,1,0,0,316,909
7905,0,0,1,304,209
7906,0,1,0,399,209
7907,1,0,0,291,1049
7908,1,0,1,138,209
7909,1,0,0,433,1049
7910,0,1,0,513,209
7911,1,0,0,302,909
7912,0,1,0,1091,209
7913,0,1,0,780,209
7914,1,0,0,500,1049
7915,0,0,0,82,909
7916,1,0,0,173,1049
7917,0,2,0,758,209
7918,1,2,0,729,209
7919,1,0,0,352,1049
7920,0,1,1,979,419
7921,0,1,0,505,209
7922,1,0,0,427,1206
7923,1,0,0,383,1049
7924,1,0,0,98,909
7925,1,0,0,588,705
7926,1,0,0,329,909
7927,1,0,1,114,329
7928,1,0,0,746,419
7929,1,0,0,578,1049
7930,1,0,0,373,1399
7931,1,0,0,500,909
7932,0,0,0,227,909
7933,0,2,0,678,209
7934,1,2,1,1121,209
7935,1,0,1,397,1049
7936,1,0,0,103,611
7937,1,0,0,314,1049
7938,1,0,0,330,1049
7939,1,0,0,120,1399
7940,1,0,0,182,909
7941,1,0,0,295,699
7942,1,0,0,234,1399
7943,0,0,0,274,909
7944,1,0,0,296,1399
7945,0,1,1,901,209
7946,1,0,0,239,1049
7947,1,0,0,725,419
7948,1,1,0,1050,209
7949,1,0,0,732,909
7950,0,0,0,212,909
7951,1,1,0,358,209
7952,0,2,0,391,705
7953,0,0,0,328,1045
7954,1,0,0,354,965
7955,1,1,0,320,209
7956,1,0,0,416,1049
7957,1,0,1,400,1049
7958,1,0,0,332,559
7959,1,0,0,344,1049
7960,1,1,0,845,209
7961,0,2,1,726,209
7962,1,0,0,520,1049
7963,1,0,0,384,909
7964,1,0,0,306,1399
7965,1,0,0,357,419
7966,1,0,0,328,559
7967,0,2,1,1364,209
7968,0,0,0,206,705
7969,0,1,1,803,209
7970,0,0,0,109,909
7971,1,0,0,151,1049
7972,1,2,0,880,209
7973,1,1,0,747,209
7974,1,0,0,124,1399
7975,1,0,0,477,559
7976,1,1,0,278,209
7977,0,0,0,464,909
7978,0,0,1,146,740
7979,1,0,0,524,1399
7980,0,1,0,386,209
7981,1,0,0,340,699
7982,0,0,0,358,975
7983,1,0,1,162,1049
7984,1,0,1,552,209
7985,1,0,0,284,927
7986,1,0,0,208,559
7987,1,0,0,330,1049
7988,0,1,1,1039,705
7989,1,0,0,101,1399
7990,1,0,0,232,1399
7991,0,1,0,889,209
7992,1,0,0,268,1195
7993,1,0,0,185,1399
7994,1,0,0,490,750
7995,1,0,0,252,413
7996,1,1,0,420,705
7997,0,0,0,451,229
7998,0,1,1,1318,209
7999,1,0,0,150,699
8000,0,1,1,947,327
8001,1,0,0,511,419
8002,0,0,0,186,559
8003,0,1,1,1044,209
8004,1,0,0,534,1049
8005,0,1,0,879,209
8006,1,0,0,386,699
8007,1,0,0,536,909
8008,1,0,0,565,559
8009,1,0,0,450,1390
8010,1,0,0,335,1049
8011,1,1,0,625,209
8012,1,1,0,276,209
8013,1,0,0,397,1399
8014,1,0,0,373,559
8015,0,0,0,395,1346
8016,0,2,0,531,209
8017,1,0,1,385,1049
8018,0,0,1,315,571
8019,0,1,0,653,705
8020,0,1,0,28,209
8021,1,0,0,302,1049
8022,1,0,0,97,909
8023,1,0,1,175,559
8024,1,0,0,510,419
8025,0,0,0,644,209
8026,0,0,0,375,909
8027,0,1,1,755,705
8028,1,1,0,611,209
8029,1,0,0,189,932
8030,1,0,1,127,606
8031,0,0,0,91,909
8032,0,0,1,322,909
8033,1,0,0,370,1399
8034,1,0,1,399,1274
8035,1,0,0,205,909
8036,1,0,0,388,313
8037,1,0,0,266,1399
8038,0,1,0,351,705
8039,1,0,0,2,1399
8040,0,1,0,543,705
8041,0,1,0,709,209
8042,1,1,0,687,705
8043,1,0,0,200,1399
8044,1,0,0,95,909
8045,1,2,0,823,209
8046,1,0,0,463,909
8047,1,0,0,36,909
8048,0,1,0,114,209
8049,1,1,0,736,209
8050,1,0,0,609,559
8051,1,0,0,519,559
8052,1,0,1,670,419
8053,1,0,0,381,1049
8054,1,0,0,10,699
8055,0,0,0,444,419
8056,1,0,0,78,1049
8057,0,1,0,861,705
8058,1,0,0,64,699
8059,1,0,0,519,559
8060,0,2,1,288,209
8061,1,0,0,350,419
8062,0,0,1,756,528
8063,1,0,0,544,419
8064,1,2,0,799,209
8065,1,0,0,450,1049
8066,0,1,0,634,209
